"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","age_group"
52,"management","single","tertiary","no",5728,"yes","no","cellular",21,"nov",79,3,-1,0,"unknown","no","45-54"
35,"technician","divorced","secondary","no",5724,"yes","no","unknown",30,"may",691,10,-1,0,"unknown","yes","25-34"
34,"self-employed","divorced","tertiary","no",5722,"yes","no","cellular",18,"nov",157,2,-1,0,"unknown","no","25-34"
42,"unemployed","single","primary","no",5717,"no","no","cellular",29,"jan",70,2,-1,0,"unknown","no","35-44"
53,"blue-collar","single","secondary","no",5715,"no","no","cellular",28,"jan",287,2,-1,0,"unknown","no","45-54"
71,"retired","married","secondary","no",5715,"no","no","cellular",17,"nov",747,2,-1,0,"unknown","yes","65+"
72,"retired","married","secondary","no",5715,"no","no","cellular",17,"may",1114,1,181,2,"success","yes","65+"
72,"retired","married","secondary","no",5715,"no","no","cellular",17,"nov",1127,5,184,3,"success","yes","65+"
29,"admin.","single","secondary","no",5711,"yes","yes","unknown",21,"may",899,1,-1,0,"unknown","no","25-34"
49,"self-employed","married","primary","no",5711,"no","no","cellular",20,"nov",89,1,-1,0,"unknown","no","45-54"
49,"management","married","tertiary","no",5711,"yes","no","cellular",21,"nov",382,3,-1,0,"unknown","no","45-54"
55,"management","married","tertiary","no",5709,"yes","no","cellular",12,"may",442,1,-1,0,"unknown","no","45-54"
59,"retired","married","secondary","no",5706,"yes","no","cellular",25,"jul",471,2,-1,0,"unknown","no","55-64"
43,"entrepreneur","single","secondary","no",5705,"no","yes","cellular",16,"jul",173,2,-1,0,"unknown","no","35-44"
43,"self-employed","married","secondary","no",5704,"yes","no","cellular",6,"aug",139,2,-1,0,"unknown","no","35-44"
43,"self-employed","married","secondary","no",5704,"yes","no","cellular",20,"nov",154,3,106,2,"failure","no","35-44"
58,"management","divorced","tertiary","no",5701,"no","no","cellular",2,"feb",521,1,-1,0,"unknown","yes","55-64"
58,"management","divorced","tertiary","no",5701,"no","no","cellular",30,"apr",354,1,87,1,"success","yes","55-64"
58,"management","divorced","tertiary","no",5701,"no","no","cellular",14,"aug",92,3,106,2,"success","no","55-64"
53,"blue-collar","married","secondary","no",5700,"yes","no","unknown",14,"may",97,1,-1,0,"unknown","no","45-54"
37,"unknown","married","secondary","no",5700,"no","no","unknown",19,"jun",49,2,-1,0,"unknown","no","35-44"
50,"services","married","secondary","no",5699,"yes","no","unknown",5,"may",381,2,-1,0,"unknown","no","45-54"
51,"services","married","secondary","no",5699,"yes","no","cellular",30,"jan",436,1,270,2,"failure","no","45-54"
29,"management","married","tertiary","no",5698,"no","no","cellular",25,"jul",198,1,-1,0,"unknown","no","25-34"
29,"management","married","tertiary","no",5698,"no","no","cellular",15,"apr",437,1,264,1,"failure","no","25-34"
25,"technician","single","secondary","no",5695,"no","no","cellular",16,"nov",124,1,-1,0,"unknown","no","<25"
45,"management","single","tertiary","no",5694,"yes","no","unknown",9,"may",214,2,-1,0,"unknown","no","35-44"
45,"management","single","tertiary","no",5694,"yes","no","cellular",18,"nov",145,2,193,2,"failure","no","35-44"
31,"management","single","tertiary","no",5691,"yes","no","cellular",21,"jul",357,1,-1,0,"unknown","no","25-34"
31,"management","single","tertiary","no",5691,"yes","no","cellular",21,"nov",37,2,123,1,"failure","no","25-34"
48,"management","single","tertiary","no",5689,"no","no","cellular",12,"feb",262,1,-1,0,"unknown","yes","45-54"
48,"management","single","tertiary","no",5689,"no","no","cellular",26,"may",527,2,103,1,"success","no","45-54"
49,"management","single","tertiary","no",5689,"no","no","cellular",31,"aug",470,1,97,3,"failure","yes","45-54"
46,"technician","married","secondary","no",5681,"no","no","telephone",31,"jul",43,5,-1,0,"unknown","no","45-54"
58,"management","married","tertiary","no",5680,"no","no","unknown",18,"jun",114,1,-1,0,"unknown","no","55-64"
58,"admin.","married","secondary","no",5680,"no","yes","cellular",18,"nov",237,2,-1,0,"unknown","no","55-64"
28,"self-employed","single","secondary","no",5679,"yes","no","cellular",9,"feb",701,4,-1,0,"unknown","yes","25-34"
59,"retired","married","secondary","no",5678,"yes","no","unknown",14,"may",238,2,-1,0,"unknown","no","55-64"
40,"technician","divorced","secondary","no",5674,"yes","no","cellular",18,"nov",84,1,-1,0,"unknown","no","35-44"
49,"services","married","secondary","no",5673,"no","yes","cellular",4,"aug",357,3,-1,0,"unknown","no","45-54"
43,"management","married","tertiary","no",5670,"yes","no","unknown",15,"may",184,2,-1,0,"unknown","no","35-44"
43,"management","married","tertiary","no",5670,"yes","no","cellular",20,"nov",43,4,189,2,"failure","no","35-44"
32,"unemployed","single","secondary","no",5670,"no","no","cellular",4,"feb",326,1,-1,0,"unknown","no","25-34"
38,"housemaid","married","tertiary","no",5669,"yes","no","unknown",30,"may",31,1,-1,0,"unknown","no","35-44"
40,"blue-collar","divorced","secondary","no",5666,"no","yes","cellular",12,"jun",69,4,-1,0,"unknown","no","35-44"
34,"management","married","tertiary","no",5665,"no","no","cellular",11,"aug",72,4,-1,0,"unknown","no","25-34"
43,"management","single","tertiary","no",5658,"no","no","unknown",12,"jun",462,3,-1,0,"unknown","no","35-44"
57,"entrepreneur","married","secondary","no",5657,"yes","no","unknown",12,"jun",146,1,-1,0,"unknown","no","55-64"
37,"blue-collar","married","primary","no",5643,"yes","no","unknown",21,"may",295,1,-1,0,"unknown","no","35-44"
38,"blue-collar","married","primary","no",5643,"yes","no","cellular",18,"may",106,2,362,1,"failure","no","35-44"
33,"technician","married","tertiary","no",5641,"no","no","cellular",18,"aug",168,2,-1,0,"unknown","no","25-34"
30,"blue-collar","single","primary","no",5641,"no","no","cellular",21,"nov",695,3,-1,0,"unknown","no","25-34"
45,"blue-collar","married",NA,"no",5640,"yes","no","telephone",31,"jul",18,9,-1,0,"unknown","no","35-44"
42,"blue-collar","married","secondary","no",5639,"yes","no","cellular",17,"jul",430,2,-1,0,"unknown","no","35-44"
35,"blue-collar","married","secondary","no",5639,"yes","no","cellular",20,"nov",945,2,-1,0,"unknown","yes","25-34"
40,"technician","single","secondary","no",5637,"yes","no","unknown",30,"may",553,3,-1,0,"unknown","yes","35-44"
60,"retired","married","secondary","no",5632,"yes","no","cellular",30,"jul",380,7,-1,0,"unknown","no","55-64"
57,"housemaid","married","secondary","no",5631,"no","no","telephone",25,"aug",68,1,90,5,"other","no","55-64"
32,"technician","married","secondary","no",5626,"yes","no","cellular",21,"nov",131,1,-1,0,"unknown","no","25-34"
53,"blue-collar","married",NA,"no",5624,"no","no","cellular",29,"jul",153,2,-1,0,"unknown","no","45-54"
77,"management","married","tertiary","no",5619,"no","no","cellular",25,"mar",189,1,-1,0,"unknown","no","65+"
58,"technician","married","secondary","no",5618,"yes","no","unknown",15,"may",113,1,-1,0,"unknown","no","55-64"
58,"technician","married","secondary","no",5618,"yes","no","cellular",20,"nov",361,2,189,1,"failure","no","55-64"
52,"blue-collar","married","secondary","no",5614,"yes","no","unknown",20,"jun",177,3,-1,0,"unknown","no","45-54"
40,"unemployed","single","primary","no",5613,"yes","no","unknown",19,"jun",152,2,-1,0,"unknown","no","35-44"
35,"self-employed","married","secondary","no",5613,"yes","no","cellular",28,"jul",699,3,-1,0,"unknown","yes","25-34"
49,"management","married","tertiary","no",5613,"no","no","cellular",20,"jul",258,3,-1,0,"unknown","no","45-54"
36,"technician","married","secondary","no",5611,"yes","no","unknown",8,"may",39,1,-1,0,"unknown","no","35-44"
28,"blue-collar","married","secondary","no",5611,"yes","no","unknown",3,"jun",340,2,-1,0,"unknown","no","25-34"
51,"services","single","secondary","no",5610,"yes","no","cellular",19,"nov",69,2,-1,0,"unknown","no","45-54"
41,"unemployed","married","secondary","no",5608,"no","no","cellular",9,"feb",64,2,-1,0,"unknown","no","35-44"
31,"blue-collar","single","secondary","no",5607,"no","no","unknown",20,"may",261,1,-1,0,"unknown","no","25-34"
31,"blue-collar","single","secondary","no",5607,"no","no","cellular",20,"nov",183,2,184,1,"failure","no","25-34"
29,"admin.","married","secondary","no",5605,"yes","no","unknown",28,"may",117,2,-1,0,"unknown","no","25-34"
53,"blue-collar","married","primary","no",5603,"no","no","cellular",28,"aug",2372,6,-1,0,"unknown","yes","45-54"
52,"management","married","secondary","no",5601,"no","no","cellular",4,"aug",46,1,-1,0,"unknown","no","45-54"
32,"technician","single","secondary","no",5600,"yes","no","cellular",21,"nov",77,1,-1,0,"unknown","no","25-34"
44,"technician","married","secondary","no",5597,"no","no","unknown",20,"jun",27,3,-1,0,"unknown","no","35-44"
41,"management","married","secondary","no",5585,"no","no","unknown",9,"jun",772,1,-1,0,"unknown","no","35-44"
71,"retired","divorced","secondary","no",5584,"no","no","cellular",21,"aug",534,3,-1,0,"unknown","yes","65+"
59,"retired","divorced","secondary","no",5583,"yes","no","cellular",30,"apr",720,1,-1,0,"unknown","yes","55-64"
44,"management","married","tertiary","no",5581,"no","no","cellular",8,"aug",202,2,-1,0,"unknown","no","35-44"
39,"technician","married","secondary","no",5574,"no","no","cellular",14,"aug",102,2,-1,0,"unknown","no","35-44"
43,"services","divorced","secondary","no",5571,"no","no","unknown",9,"jun",149,1,-1,0,"unknown","no","35-44"
50,"services","married","secondary","no",5569,"no","no","cellular",7,"aug",103,4,-1,0,"unknown","no","45-54"
26,"student","single","secondary","no",5569,"no","no","cellular",2,"feb",236,1,-1,0,"unknown","no","25-34"
58,"services","married","secondary","no",5567,"no","no","cellular",24,"jul",1869,1,-1,0,"unknown","no","55-64"
42,"self-employed","married","secondary","no",5564,"no","no","cellular",17,"nov",560,2,-1,0,"unknown","no","35-44"
43,"self-employed","married","secondary","no",5564,"no","no","cellular",20,"apr",45,5,154,2,"failure","no","35-44"
27,"blue-collar","single","secondary","no",5563,"yes","no","unknown",30,"may",435,2,-1,0,"unknown","no","25-34"
70,"management","married","tertiary","no",5563,"no","no","cellular",6,"feb",146,1,-1,0,"unknown","no","65+"
39,"entrepreneur","married","secondary","no",5562,"no","no","cellular",20,"nov",149,3,-1,0,"unknown","no","35-44"
41,"management","married","tertiary","no",5561,"no","no","cellular",20,"aug",649,2,-1,0,"unknown","yes","35-44"
30,"management","single","tertiary","no",5561,"yes","no","cellular",19,"nov",511,1,-1,0,"unknown","yes","25-34"
30,"management","single","tertiary","no",5561,"yes","no","cellular",27,"feb",195,1,100,1,"success","yes","25-34"
40,"blue-collar","married","primary","no",5560,"yes","no","unknown",11,"jun",93,3,-1,0,"unknown","no","35-44"
32,"technician","married","secondary","no",5560,"yes","yes","cellular",20,"nov",330,3,-1,0,"unknown","no","25-34"
41,"blue-collar","married","primary","no",5560,"yes","no","cellular",12,"may",280,2,335,3,"failure","no","35-44"
46,"management","married","secondary","no",5559,"no","no","unknown",17,"jun",483,1,-1,0,"unknown","no","45-54"
53,"management","single","secondary","no",5558,"yes","no","unknown",16,"may",286,3,-1,0,"unknown","no","45-54"
53,"management","single","secondary","no",5558,"yes","no","cellular",21,"nov",81,6,189,3,"failure","no","45-54"
34,"technician","married","secondary","no",5553,"yes","no","unknown",23,"may",258,5,-1,0,"unknown","no","25-34"
57,"blue-collar","married","secondary","no",5553,"no","yes","unknown",9,"jun",589,1,-1,0,"unknown","no","55-64"
34,"technician","married","secondary","no",5553,"yes","no","cellular",21,"nov",798,2,182,5,"failure","no","25-34"
35,"technician","married","secondary","no",5553,"yes","no","cellular",6,"apr",371,3,136,7,"failure","no","25-34"
35,"services","single","secondary","no",5551,"yes","no","cellular",20,"nov",258,1,-1,0,"unknown","no","25-34"
32,"management","divorced","tertiary","no",5550,"yes","no","cellular",8,"aug",89,4,-1,0,"unknown","no","25-34"
33,"management","divorced","tertiary","no",5550,"yes","no","cellular",13,"may",124,2,278,4,"failure","no","25-34"
39,"services","married","secondary","no",5549,"yes","no","cellular",20,"nov",157,1,-1,0,"unknown","no","35-44"
28,"management","single","tertiary","no",5549,"no","no","cellular",28,"jul",383,6,-1,0,"unknown","no","25-34"
41,"management","single","secondary","no",5548,"yes","no","cellular",12,"may",128,2,-1,0,"unknown","no","35-44"
34,"admin.","single","secondary","no",5547,"yes","no","unknown",23,"may",313,1,-1,0,"unknown","no","25-34"
34,"technician","married","tertiary","no",5547,"yes","no","cellular",19,"aug",73,6,-1,0,"unknown","no","25-34"
31,"blue-collar","single","secondary","no",5547,"yes","no","cellular",11,"may",73,1,-1,0,"unknown","no","25-34"
29,"management","married","primary","no",5547,"no","no","cellular",3,"jul",236,2,-1,0,"unknown","no","25-34"
48,"technician","married",NA,"no",5543,"no","no","unknown",16,"jun",143,5,-1,0,"unknown","no","45-54"
28,"blue-collar","married","primary","no",5542,"yes","no","cellular",16,"apr",404,1,-1,0,"unknown","no","25-34"
73,"retired","married","primary","no",5539,"no","no","telephone",6,"aug",338,1,-1,0,"unknown","yes","65+"
74,"retired","married","primary","no",5539,"no","no","cellular",3,"feb",253,2,181,1,"success","no","65+"
74,"retired","married","primary","no",5539,"no","no","cellular",12,"jul",390,2,159,3,"failure","no","65+"
35,"technician","married","secondary","no",5535,"no","no","cellular",26,"aug",0,15,-1,0,"unknown","no","25-34"
25,"services","single","secondary","no",5533,"yes","no","cellular",28,"jul",50,4,-1,0,"unknown","no","<25"
26,"services","single","secondary","no",5533,"yes","no","cellular",7,"may",582,2,283,4,"failure","no","25-34"
31,"admin.","single","secondary","no",5527,"yes","no","unknown",21,"may",132,1,-1,0,"unknown","no","25-34"
43,"management","married","tertiary","no",5523,"no","no","unknown",11,"jun",78,1,-1,0,"unknown","no","35-44"
58,"retired","married","secondary","no",5523,"no","no","unknown",20,"jun",141,1,-1,0,"unknown","no","55-64"
59,"retired","married","primary","no",5521,"yes","yes","unknown",13,"may",94,1,-1,0,"unknown","no","55-64"
36,"technician","married","secondary","no",5521,"no","no","unknown",6,"jun",61,1,-1,0,"unknown","no","35-44"
52,"unknown","married","primary","no",5521,"no","no","cellular",11,"aug",126,4,-1,0,"unknown","no","45-54"
54,"blue-collar","married","secondary","no",5521,"yes","no","cellular",7,"apr",581,2,-1,0,"unknown","no","45-54"
40,"technician","married","secondary","no",5517,"yes","no","unknown",23,"may",146,13,-1,0,"unknown","no","35-44"
41,"blue-collar","married","secondary","no",5517,"yes","no","cellular",10,"jul",584,1,-1,0,"unknown","yes","35-44"
52,"admin.","married","secondary","no",5517,"yes","yes","cellular",29,"jul",163,2,-1,0,"unknown","no","45-54"
32,"technician","single","tertiary","no",5514,"no","no","telephone",22,"oct",181,1,-1,0,"unknown","yes","25-34"
32,"technician","single","tertiary","no",5514,"no","no","cellular",22,"apr",319,1,182,1,"success","yes","25-34"
32,"blue-collar","married","primary","no",5511,"no","no","cellular",16,"apr",408,2,231,16,"other","no","25-34"
45,"admin.","married",NA,"no",5511,"no","no","cellular",2,"jul",272,1,-1,0,"unknown","yes","35-44"
46,"admin.","married",NA,"no",5511,"no","no","cellular",26,"jul",414,2,389,1,"success","yes","45-54"
43,"entrepreneur","married","tertiary","no",5506,"no","yes","unknown",6,"jun",141,1,-1,0,"unknown","no","35-44"
58,"retired","married","primary","no",5506,"no","no","telephone",29,"jul",81,4,-1,0,"unknown","no","55-64"
38,"management","married","tertiary","no",5506,"no","no","cellular",20,"nov",74,1,-1,0,"unknown","no","35-44"
58,"blue-collar","married",NA,"no",5505,"yes","no","unknown",23,"may",317,4,-1,0,"unknown","no","55-64"
27,"blue-collar","married","secondary","no",5505,"yes","yes","cellular",25,"jul",134,1,-1,0,"unknown","no","25-34"
59,"housemaid","married","primary","no",5501,"no","no","unknown",9,"jun",172,4,-1,0,"unknown","no","55-64"
33,"services","married","secondary","no",5499,"yes","no","unknown",20,"may",231,1,-1,0,"unknown","no","25-34"
34,"self-employed","married","tertiary","no",5498,"no","no","cellular",19,"nov",265,1,-1,0,"unknown","no","25-34"
56,"unemployed","married","primary","no",5496,"yes","no","cellular",3,"feb",330,3,-1,0,"unknown","no","55-64"
39,"management","married","tertiary","no",5495,"yes","no","cellular",19,"aug",391,6,-1,0,"unknown","no","35-44"
75,"retired","married","primary","no",5491,"no","no","telephone",28,"jul",258,6,-1,0,"unknown","no","65+"
56,"services","married","secondary","no",5486,"yes","no","cellular",30,"jul",251,3,-1,0,"unknown","no","55-64"
57,"services","married","secondary","no",5486,"yes","no","cellular",11,"may",86,7,285,3,"failure","no","55-64"
40,"blue-collar","single","secondary","no",5483,"no","no","cellular",29,"jul",76,2,-1,0,"unknown","no","35-44"
24,"blue-collar","single","secondary","no",5482,"yes","no","cellular",18,"may",424,2,-1,0,"unknown","no","<25"
54,"management","divorced","tertiary","no",5475,"no","no","cellular",22,"jul",321,4,-1,0,"unknown","yes","45-54"
54,"management","divorced","tertiary","no",5475,"no","no","cellular",21,"oct",1032,1,91,4,"success","yes","45-54"
28,"management","single","tertiary","no",5474,"no","no","cellular",28,"jul",486,5,-1,0,"unknown","yes","25-34"
28,"management","single","tertiary","no",5474,"no","no","cellular",4,"feb",181,4,191,5,"success","no","25-34"
37,"blue-collar","single","primary","no",5473,"no","yes","unknown",9,"jun",198,2,-1,0,"unknown","no","35-44"
48,"housemaid","married","tertiary","no",5473,"no","no","cellular",24,"aug",232,2,-1,0,"unknown","yes","45-54"
48,"housemaid","married","tertiary","no",5473,"no","no","cellular",24,"feb",127,2,184,2,"success","yes","45-54"
31,"technician","married","secondary","no",5467,"yes","no","cellular",13,"apr",251,1,-1,0,"unknown","no","25-34"
46,"management","married","tertiary","no",5464,"no","no","unknown",20,"jun",79,4,-1,0,"unknown","no","45-54"
66,"admin.","married","secondary","no",5464,"no","no","cellular",7,"aug",131,1,-1,0,"unknown","no","65+"
48,"unemployed","married","primary","no",5462,"no","no","unknown",6,"jun",29,4,-1,0,"unknown","no","45-54"
34,"self-employed","single","tertiary","no",5462,"no","no","cellular",30,"apr",430,1,-1,0,"unknown","yes","25-34"
35,"self-employed","single","tertiary","no",5462,"no","no","cellular",2,"nov",188,1,186,1,"success","yes","25-34"
45,"blue-collar","married","primary","no",5461,"yes","no","cellular",20,"nov",841,2,-1,0,"unknown","yes","35-44"
46,"blue-collar","married","primary","no",5461,"yes","no","cellular",13,"may",562,2,174,2,"success","no","45-54"
38,"management","divorced","tertiary","no",5455,"yes","no","unknown",27,"may",204,3,-1,0,"unknown","no","35-44"
42,"technician","married","secondary","no",5455,"no","no","cellular",11,"aug",149,4,-1,0,"unknown","no","35-44"
34,"management","single","tertiary","no",5452,"no","no","cellular",20,"apr",96,1,245,5,"other","no","25-34"
45,"management","married","tertiary","no",5450,"no","no","cellular",8,"aug",188,2,-1,0,"unknown","no","35-44"
60,"blue-collar","married","secondary","no",5450,"no","no","cellular",18,"aug",113,4,-1,0,"unknown","no","55-64"
37,"management","married","secondary","no",5447,"yes","yes","cellular",17,"nov",1789,1,-1,0,"unknown","yes","35-44"
58,"blue-collar","married","primary","no",5445,"yes","no","cellular",14,"apr",391,1,-1,0,"unknown","no","55-64"
55,"blue-collar","married","secondary","no",5443,"no","yes","cellular",5,"aug",264,2,-1,0,"unknown","no","45-54"
46,"self-employed","married","primary","no",5442,"yes","no","cellular",18,"jul",115,4,-1,0,"unknown","no","45-54"
33,"blue-collar","married","secondary","no",5441,"yes","no","cellular",30,"jul",312,6,-1,0,"unknown","no","25-34"
33,"management","single","tertiary","no",5437,"no","no","cellular",2,"feb",78,1,-1,0,"unknown","no","25-34"
33,"management","single","tertiary","no",5437,"no","no","cellular",4,"may",267,1,91,1,"failure","yes","25-34"
33,"management","single","tertiary","no",5437,"no","no","cellular",10,"aug",131,1,98,2,"success","no","25-34"
33,"management","single","tertiary","no",5437,"no","no","cellular",7,"oct",201,1,58,3,"failure","yes","25-34"
36,"technician","single","secondary","no",5436,"yes","no","unknown",20,"may",443,1,-1,0,"unknown","no","35-44"
37,"technician","single","secondary","no",5436,"yes","no","cellular",6,"may",7,11,351,1,"failure","no","35-44"
58,"retired","married","secondary","no",5435,"yes","no","unknown",6,"may",118,1,-1,0,"unknown","no","55-64"
37,"management","married","tertiary","no",5432,"yes","yes","unknown",20,"may",774,1,-1,0,"unknown","no","35-44"
38,"management","married","tertiary","no",5432,"yes","yes","cellular",19,"nov",408,1,183,1,"failure","no","35-44"
38,"management","married","tertiary","no",5432,"yes","yes","cellular",17,"apr",707,1,149,2,"failure","no","35-44"
57,"blue-collar","married","primary","no",5431,"yes","yes","unknown",6,"may",383,1,-1,0,"unknown","no","55-64"
57,"management","married","tertiary","no",5431,"yes","no","unknown",19,"may",97,2,-1,0,"unknown","no","55-64"
58,"blue-collar","married","primary","no",5431,"yes","yes","cellular",15,"may",327,3,374,1,"failure","no","55-64"
36,"management","married","primary","no",5427,"no","no","unknown",12,"jun",398,1,-1,0,"unknown","no","35-44"
37,"management","married","primary","no",5427,"no","no","cellular",18,"nov",201,1,159,1,"failure","no","35-44"
41,"admin.","married","tertiary","no",5426,"yes","no","unknown",14,"may",149,2,-1,0,"unknown","no","35-44"
52,"retired","married","secondary","no",5423,"no","yes","cellular",25,"jul",102,1,-1,0,"unknown","no","45-54"
52,"retired","married","secondary","no",5423,"no","yes","cellular",17,"nov",93,1,115,1,"failure","no","45-54"
50,"blue-collar","married","tertiary","no",5423,"yes","no","cellular",21,"nov",75,3,-1,0,"unknown","no","45-54"
60,"housemaid","married",NA,"no",5421,"no","no","cellular",18,"aug",458,4,-1,0,"unknown","no","55-64"
50,"entrepreneur","married","tertiary","no",5420,"yes","no","cellular",17,"nov",73,1,-1,0,"unknown","no","45-54"
32,"blue-collar","single","primary","no",5418,"yes","no","unknown",6,"jun",25,6,-1,0,"unknown","no","25-34"
44,"management","married","primary","no",5418,"yes","yes","cellular",28,"jul",58,5,-1,0,"unknown","no","35-44"
44,"management","married","primary","no",5418,"yes","yes","cellular",29,"jan",188,1,185,5,"failure","no","35-44"
54,"entrepreneur","single","tertiary","no",5417,"yes","no","cellular",3,"apr",376,1,-1,0,"unknown","no","45-54"
35,"blue-collar","married","secondary","no",5417,"yes","no","cellular",6,"may",303,1,-1,0,"unknown","no","25-34"
44,"blue-collar","married","secondary","no",5414,"no","no","cellular",30,"jul",166,4,-1,0,"unknown","no","35-44"
29,"self-employed","single","tertiary","no",5406,"no","no","unknown",9,"may",530,2,-1,0,"unknown","no","25-34"
51,"entrepreneur","married","tertiary","no",5403,"no","no","unknown",6,"jun",42,1,-1,0,"unknown","no","45-54"
51,"entrepreneur","married","secondary","no",5403,"yes","no","cellular",19,"nov",698,1,-1,0,"unknown","no","45-54"
47,"admin.","married","secondary","no",5401,"no","no","cellular",19,"aug",824,2,-1,0,"unknown","no","45-54"
34,"management","married","tertiary","no",5399,"no","no","cellular",19,"aug",227,4,-1,0,"unknown","no","25-34"
54,"management","divorced","tertiary","no",5399,"no","yes","cellular",2,"apr",80,3,-1,0,"unknown","no","45-54"
55,"management","divorced","tertiary","no",5399,"no","yes","cellular",30,"apr",124,1,28,3,"failure","no","45-54"
59,"management","married","tertiary","no",5397,"no","no","cellular",23,"jun",671,3,-1,0,"unknown","yes","55-64"
59,"management","married","tertiary","no",5397,"no","no","cellular",23,"sep",244,1,92,3,"success","yes","55-64"
36,"blue-collar","single","secondary","no",5396,"yes","no","cellular",9,"apr",490,2,-1,0,"unknown","no","35-44"
46,"blue-collar","married","primary","no",5393,"yes","no","cellular",20,"nov",997,2,-1,0,"unknown","no","45-54"
30,"management","single","tertiary","no",5389,"no","no","cellular",6,"aug",1456,3,-1,0,"unknown","yes","25-34"
41,"technician","single","tertiary","no",5389,"no","no","cellular",13,"aug",209,5,-1,0,"unknown","no","35-44"
30,"management","married","tertiary","no",5381,"no","no","cellular",17,"nov",375,1,-1,0,"unknown","no","25-34"
49,"entrepreneur","married","primary","no",5380,"yes","no","unknown",4,"jun",98,4,-1,0,"unknown","no","45-54"
37,"technician","married","secondary","no",5380,"no","no","cellular",25,"aug",123,6,-1,0,"unknown","no","35-44"
54,"blue-collar","married","secondary","no",5372,"yes","no","telephone",3,"feb",221,2,-1,0,"unknown","no","45-54"
41,"technician","single",NA,"no",5372,"yes","no","cellular",13,"jan",248,3,-1,0,"unknown","yes","35-44"
57,"management","single",NA,"no",5368,"yes","no","cellular",21,"nov",585,1,-1,0,"unknown","no","55-64"
19,"student","single",NA,"no",5368,"no","no","cellular",4,"may",77,6,-1,0,"unknown","no","<25"
35,"management","married","tertiary","no",5367,"no","no","cellular",2,"mar",69,1,-1,0,"unknown","no","25-34"
35,"management","married","tertiary","no",5367,"no","no","cellular",2,"jun",80,1,92,1,"failure","no","25-34"
36,"management","married","tertiary","no",5367,"no","no","cellular",31,"aug",324,1,455,2,"failure","no","35-44"
48,"blue-collar","married","primary","no",5366,"yes","no","unknown",21,"may",248,3,-1,0,"unknown","no","45-54"
41,"technician","single","tertiary","no",5365,"yes","no","cellular",7,"may",412,2,-1,0,"unknown","no","35-44"
52,"unknown","married",NA,"no",5361,"no","no","cellular",5,"aug",607,3,-1,0,"unknown","yes","45-54"
49,"admin.","married","secondary","no",5361,"no","no","cellular",7,"aug",70,1,-1,0,"unknown","no","45-54"
50,"admin.","married","secondary","no",5361,"no","no","cellular",18,"feb",276,3,195,1,"failure","no","45-54"
29,"management","single","tertiary","no",5359,"no","no","cellular",18,"feb",147,1,-1,0,"unknown","yes","25-34"
30,"management","single","tertiary","no",5359,"no","no","cellular",27,"may",119,1,98,1,"success","yes","25-34"
30,"management","single","tertiary","no",5359,"no","no","cellular",19,"aug",145,1,84,2,"success","yes","25-34"
30,"management","single","tertiary","no",5359,"no","no","cellular",26,"feb",427,1,191,3,"success","yes","25-34"
50,"blue-collar","married","primary","no",5356,"no","no","unknown",13,"may",289,1,-1,0,"unknown","no","45-54"
37,"management","married","tertiary","no",5355,"no","no","telephone",17,"feb",466,4,-1,0,"unknown","yes","35-44"
42,"admin.","divorced","secondary","no",5354,"yes","no","cellular",17,"apr",799,1,-1,0,"unknown","no","35-44"
51,"self-employed","married","tertiary","no",5350,"yes","yes","cellular",31,"jul",612,4,-1,0,"unknown","yes","45-54"
52,"self-employed","married","tertiary","no",5350,"yes","yes","cellular",18,"nov",68,2,110,4,"success","no","45-54"
40,"student","single","secondary","no",5349,"no","no","unknown",6,"jun",471,1,-1,0,"unknown","no","35-44"
48,"management","married","primary","no",5348,"no","no","unknown",18,"jun",105,1,-1,0,"unknown","no","45-54"
43,"entrepreneur","single","tertiary","no",5347,"no","no","cellular",21,"nov",189,3,-1,0,"unknown","no","35-44"
45,"admin.","married","secondary","no",5346,"yes","yes","unknown",21,"oct",187,1,-1,0,"unknown","yes","35-44"
55,"unemployed","married","tertiary","no",5345,"no","no","unknown",6,"may",278,1,-1,0,"unknown","no","45-54"
42,"entrepreneur","married","tertiary","no",5345,"no","no","unknown",11,"jun",878,3,-1,0,"unknown","yes","35-44"
31,"blue-collar","married","secondary","no",5345,"yes","no","cellular",18,"nov",260,1,-1,0,"unknown","no","25-34"
51,"management","married","tertiary","no",5343,"no","no","cellular",18,"nov",54,1,-1,0,"unknown","no","45-54"
43,"technician","married","secondary","no",5342,"yes","no","unknown",29,"may",689,2,-1,0,"unknown","no","35-44"
51,"management","single","tertiary","no",5341,"no","no","cellular",30,"apr",184,2,-1,0,"unknown","no","45-54"
36,"management","single","tertiary","no",5340,"yes","no","cellular",7,"aug",113,4,-1,0,"unknown","no","35-44"
37,"management","single","tertiary","no",5340,"yes","no","cellular",19,"nov",101,2,104,4,"failure","no","35-44"
38,"blue-collar","single",NA,"no",5338,"no","no","telephone",19,"nov",201,1,-1,0,"unknown","no","35-44"
45,"technician","single","tertiary","no",5336,"no","no","unknown",28,"may",99,2,-1,0,"unknown","no","35-44"
37,"blue-collar","married","secondary","no",5334,"no","no","unknown",6,"jun",58,1,-1,0,"unknown","no","35-44"
34,"management","married","tertiary","no",5334,"no","no","cellular",7,"aug",385,4,-1,0,"unknown","no","25-34"
